district_number,district_name,course_number,course_name,W_F,W_M,B_F,B_M,HL_F,HL_M,A_F,A_M,NH_F,NH_M,AI_F,AI_M,MR_F,MR_M,Total_F,Total_M,Total_enrolled,Total_NW,frac_girls,frac_nonwhite
24,HAMILTON,2002100,M/J COMPRE SCI 3,,18,20,19,,,,,,,,,,,37,43,80,,0.4625,
24,HAMILTON,2002110,M/J COMPRE SCI 3 ADV,,,,,,,,,,,,,,,15,12,27,,0.555555556,
24,HAMILTON,2002500,MARINE SCI 1,,,,,,,,,,,,,,,,,,,,
24,HAMILTON,2003310,PHY SCI,,,,,,,,,,,,,,,,,,,,
24,HAMILTON,2003340,CHEM 1,,,,,,,,,,,,,,,25,19,44,,0.568181818,
24,HAMILTON,2003345,CHEM 1 CR,,,,,,,,,,,,,,,,,,,,
25,HARDEE,1200310,ALG 1,31,28,,,69,71,,,,,,,,,108,106,214,155,0.504672897,0.724299065
25,HARDEE,1200320,ALG 1 HON,20,,,,29,16,,,,,,,,,52,27,79,,0.658227848,
25,HARDEE,1200330,ALG 2,24,22,,,53,24,,,,,,,,,84,56,140,94,0.6,0.671428571
25,HARDEE,1200340,ALG 2 HON,11,13,,,12,,,,,,,,,,23,19,42,18,0.547619048,0.428571429
25,HARDEE,1200370,ALG 1-A,,,,,29,35,,,,,,,,,37,46,83,,0.445783133,
25,HARDEE,1200387,FINANCIAL ALGEBRA,14,24,,,38,43,,,,,,,,,58,72,130,92,0.446153846,0.707692308
25,HARDEE,1200400,INTENS MATH,23,21,,,49,48,,,,,,,,,78,72,150,106,0.52,0.706666667
25,HARDEE,1200700,MATH COLL READINESS,,,,,15,17,,,,,,,,,23,33,56,,0.410714286,
25,HARDEE,1202300,CALCULUS HON,,,,,10,,,,,,,,,,11,7,18,,0.611111111,
25,HARDEE,1202340,PRE-CALCULUS HON,,,,,10,,,,,,,,,,17,11,28,,0.607142857,
25,HARDEE,1204000,M/J INTENS MATH (MC),,,,,,,,,,,,,,,1,12,13,,0.076923077,
25,HARDEE,1205010,M/J GRADE 6 MATH,37,34,,11,94,88,,,,,,,,,146,138,284,213,0.514084507,0.75
25,HARDEE,1205020,M/J GRADE 6 MATH ADV,24,25,,,33,27,,,,,,,,,63,58,121,72,0.520661157,0.595041322
25,HARDEE,1205040,M/J GRADE 7 MATH,38,35,,12,121,108,,,,,,,,,171,160,331,258,0.516616314,0.779456193
25,HARDEE,1205050,M/J GRADE 7 MATH ADV,16,24,,,24,13,,,,,,,,,42,38,80,40,0.525,0.5
25,HARDEE,1205070,M/J GRADE 8 PRE-ALG,37,43,13,10,92,103,,,,,,,,,145,163,308,228,0.470779221,0.74025974
25,HARDEE,1206310,GEO,37,49,,10,107,134,,,,,,,,,153,196,349,263,0.438395415,0.753581662
25,HARDEE,1206320,GEO HON,15,10,,,17,13,,,,,,,,,35,24,59,34,0.593220339,0.576271186
25,HARDEE,1207300,LIB ARTS MATH 1,21,21,,,42,70,,,,,,,,,70,99,169,127,0.414201183,0.75147929
25,HARDEE,1207310,LIB ARTS MATH 2,,,,,,,,,,,,,,,,,,,,
25,HARDEE,1298310,ADV TOPICS IN MATH,,14,,,30,22,,,,,,,,,43,37,80,,0.5375,
25,HARDEE,2000310,BIO 1,23,38,,10,94,112,,,,,,,,,125,161,286,225,0.437062937,0.786713287
25,HARDEE,2000320,BIO 1 HON,20,16,,,18,12,,,,,,,,,40,28,68,32,0.588235294,0.470588235
25,HARDEE,2000360,ANAT PHYSIO HON,10,,,,16,,,,,,,,,,29,12,41,,0.707317073,
25,HARDEE,2000410,ZOOLOGY,,11,,,13,18,,,,,,,,,16,29,45,,0.355555556,
25,HARDEE,2001340,ENV SCI,84,80,17,21,197,201,,,,,,,,11,304,315,619,455,0.491114701,0.735056543
25,HARDEE,2001380,AP ENV SCI,,,,,,,,,,,,,,,14,12,26,,0.538461538,
25,HARDEE,2002040,M/J COMPRE SCI 1,35,36,,10,91,89,,,,,,,,,140,140,280,209,0.5,0.746428571
25,HARDEE,2002050,M/J COMPRE SCI 1 ADV,26,23,,,36,26,,,,,,,,,69,56,125,76,0.552,0.608
25,HARDEE,2002070,M/J COMPRE SCI 2,37,33,,12,121,107,,,,,,,,,170,157,327,257,0.519877676,0.785932722
25,HARDEE,2002080,M/J COMPRE SCI 2 ADV,17,26,,,24,14,,,,,,,,,43,41,84,41,0.511904762,0.488095238
25,HARDEE,2002100,M/J COMPRE SCI 3,34,39,14,10,84,98,,,,,,,,,135,154,289,216,0.467128028,0.747404844
25,HARDEE,2002110,M/J COMPRE SCI 3 ADV,24,13,,,37,21,,,,,,,,,63,36,99,62,0.636363636,0.626262626
25,HARDEE,2002340,EXP SCI 1 HON,,,,,,,,,,,,,,,,,14,,,
25,HARDEE,2002480,FORC SCI 1,,,,,15,,,,,,,,,,20,15,35,,0.571428571,
25,HARDEE,2003350,CHEM 1 HON,14,13,,,10,11,,,,,,,,,24,24,48,21,0.5,0.4375
26,HENDRY,1200310,ALG 1,15,25,15,,88,86,,,,,,,,,121,122,243,203,0.497942387,0.835390947
26,HENDRY,1200320,ALG 1 HON,16,16,,,55,59,,,,,,,,,77,86,163,131,0.472392638,0.803680982
26,HENDRY,1200330,ALG 2,,,,,,10,,,,,,,,,13,16,29,,0.448275862,
26,HENDRY,1200340,ALG 2 HON,35,34,18,11,99,67,,,,,,,,,153,116,269,200,0.568773234,0.743494424
26,HENDRY,1200370,ALG 1-A,19,30,10,22,75,94,,,,,,,,,104,146,250,201,0.416,0.804
26,HENDRY,1200380,ALG 1-B,,,17,20,22,29,,,,,,,,,47,52,99,,0.474747475,
26,HENDRY,1200700,MATH COLL READINESS,,,14,10,16,22,,,,,,,,,39,41,80,,0.4875,
26,HENDRY,1202300,CALCULUS HON,,,,,,,,,,,,,,,,,,,,
26,HENDRY,1202310,AP CALCULUS AB,,,,,12,,,,,,,,,,19,12,31,,0.612903226,
26,HENDRY,1202320,AP CALCULUS BC,,,,,,,,,,,,,,,,,,,,
26,HENDRY,1202340,PRE-CALCULUS HON,,18,,,28,26,,,,,,,,,37,48,85,,0.435294118,
26,HENDRY,1205010,M/J GRADE 6 MATH,43,40,43,43,187,178,,,,,,,,,280,264,544,461,0.514705882,0.847426471
26,HENDRY,1205040,M/J GRADE 7 MATH,30,31,27,18,122,127,,,,,,,,,179,177,356,295,0.502808989,0.828651685
26,HENDRY,1205050,M/J GRADE 7 MATH ADV,,,,,,,,,,,,,,,8,15,23,,0.347826087,
26,HENDRY,1205070,M/J GRADE 8 PRE-ALG,37,49,42,44,131,147,,,,,,,,,211,242,453,367,0.465783664,0.810154525
26,HENDRY,1206300,INF GEO,,27,,,37,60,,,,,,,,,58,96,154,,0.376623377,
26,HENDRY,1206310,GEO,16,25,12,15,55,86,,,,,,,,,88,129,217,176,0.405529954,0.811059908
26,HENDRY,1206320,GEO HON,29,24,,,50,54,,,,,,,,,87,84,171,118,0.50877193,0.69005848
26,HENDRY,1207300,LIB ARTS MATH 1,20,20,,,42,50,,,,,,,,,70,76,146,106,0.479452055,0.726027397
26,HENDRY,1207310,LIB ARTS MATH 2,,,,,,17,,,,,,,,,7,19,26,,0.269230769,
26,HENDRY,1210300,"PROB, STAT W/APPLS H",,,,,,,,,,,,,,,,,10,,,
26,HENDRY,1210320,AP STAT,12,,,,22,13,,,,,,,,,38,17,55,,0.690909091,
26,HENDRY,1211300,TRIG HON,,,,,,,,,,,,,,,15,13,28,,0.535714286,
26,HENDRY,1298310,ADV TOPICS IN MATH,,,,,13,20,,,,,,,,,20,33,53,,0.377358491,
26,HENDRY,2000310,BIO 1,16,32,10,,86,93,,,,,,,,,117,135,252,204,0.464285714,0.80952381
26,HENDRY,2000320,BIO 1 HON,30,29,22,,75,49,,,,,,,,,132,89,221,162,0.597285068,0.733031674
26,HENDRY,2000340,AP BIO,,,,,10,,,,,,,,,,11,13,24,,0.458333333,
26,HENDRY,2000350,ANAT PHYSIO,,,,,,,,,,,,,,,13,7,20,,0.65,
26,HENDRY,2000360,ANAT PHYSIO HON,14,,,,51,20,,,,,,,,,69,31,100,,0.69,
26,HENDRY,2000500,BIOSCIENCE 1 HON,,,,,,,,,,,,,,,,,11,,,
26,HENDRY,2001310,ERTH/SPA SCI,,,,,,,,,,,,,,,,,,,,
26,HENDRY,2001340,ENV SCI,,12,,,16,17,,,,,,,,,26,32,58,,0.448275862,
26,HENDRY,2001341,ENV SCI HON,,,,,,,,,,,,,,,10,12,22,,0.454545455,
26,HENDRY,2002040,M/J COMPRE SCI 1,19,20,35,33,92,69,,,,,,,,,150,125,275,236,0.545454545,0.858181818
26,HENDRY,2002050,M/J COMPRE SCI 1 ADV,27,25,,12,99,110,,,,,,,,,137,147,284,232,0.482394366,0.816901408
26,HENDRY,2002070,M/J COMPRE SCI 2,20,14,27,22,89,78,,,,,,,,,137,117,254,220,0.539370079,0.866141732
26,HENDRY,2002080,M/J COMPRE SCI 2 ADV,27,30,11,,89,93,,,,,,,,,127,128,255,198,0.498039216,0.776470588
26,HENDRY,2002100,M/J COMPRE SCI 3,16,23,36,33,60,73,,,,,,,,,112,129,241,202,0.46473029,0.838174274
26,HENDRY,2002110,M/J COMPRE SCI 3 ADV,34,33,,,78,90,,,,,,,,,117,135,252,185,0.464285714,0.734126984
26,HENDRY,2002340,EXP SCI 1 HON,,,,,,,,,,,,,,,,,,,,
26,HENDRY,2002400,INTEG SCI 1,,16,,,25,48,,,,,,,,,30,66,96,,0.3125,
26,HENDRY,2002480,FORC SCI 1,,,,,,,,,,,,,,,,,,,,
26,HENDRY,2002500,MARINE SCI 1,17,23,27,45,76,80,,,,,,,,,122,151,273,233,0.446886447,0.853479853
26,HENDRY,2002520,MARINE SCI 2,,,,,,,,,,,,,,,7,13,20,,0.35,
26,HENDRY,2003310,PHY SCI,,,,,,21,,,,,,,,,6,30,36,,0.166666667,
26,HENDRY,2003340,CHEM 1,19,22,,,33,46,,,,,,,,,59,73,132,91,0.446969697,0.689393939
26,HENDRY,2003350,CHEM 1 HON,24,23,,,39,38,,,,,,,,,71,64,135,88,0.525925926,0.651851852
26,HENDRY,2003370,AP CHEM,,,,,,,,,,,,,,,11,8,19,,0.578947368,
26,HENDRY,2003380,PHYS 1,,,,,,,,,,,,,,,,,,,,
26,HENDRY,2003390,PHYS 1 HON,,,,,,17,,,,,,,,,12,24,36,,0.333333333,
27,HERNANDO,1200310,ALG 1,327,328,47,40,107,138,,,,,,,22,14,514,528,1042,387,0.49328215,0.371401152
27,HERNANDO,1200315,ALG 1 CR,11,18,,,,,,,,,,,,,21,31,52,23,0.403846154,0.442307692
27,HERNANDO,1200320,ALG 1 HON,166,157,12,,27,43,,,,,,,,11,217,225,442,119,0.490950226,0.269230769
27,HERNANDO,1200330,ALG 2,220,195,21,19,64,48,,,,,,,16,15,332,284,616,201,0.538961039,0.326298701
27,HERNANDO,1200335,ALG 2 CR,,,,,,,,,,,,,,,,,,,,
27,HERNANDO,1200340,ALG 2 HON,169,136,16,10,40,18,,,,,,,,,238,176,414,109,0.574879227,0.263285024
27,HERNANDO,1200370,ALG 1-A,,,,,,,,,,,,,,,1,12,13,,0.076923077,
27,HERNANDO,1200375,ALG 1-A CR,,,,,,,,,,,,,,,,,,,,
27,HERNANDO,1200380,ALG 1-B,62,91,28,23,45,33,,,,,,,,,141,156,297,144,0.474747475,0.484848485
27,HERNANDO,1200400,INTENS MATH,20,24,,,,13,,,,,,,,,32,44,76,32,0.421052632,0.421052632
27,HERNANDO,1200700,MATH COLL READINESS,226,302,30,32,71,91,,,,,,,14,12,345,442,787,259,0.438373571,0.32909784
27,HERNANDO,1202300,CALCULUS HON,,,,,,,,,,,,,,,,,,,,
27,HERNANDO,1202310,AP CALCULUS AB,23,30,,,,,,,,,,,,,31,42,73,20,0.424657534,0.273972603
27,HERNANDO,1202320,AP CALCULUS BC,,,,,,,,,,,,,,,,,,,,
27,HERNANDO,1202340,PRE-CALCULUS HON,159,108,10,,33,21,,,,,,,,,214,140,354,87,0.604519774,0.245762712
27,HERNANDO,1202375,IB PRE-CALCULUS,,10,,,,,,,,,,,,,15,13,28,,0.535714286,
27,HERNANDO,1202810,IB CALCULUS/DESC STA,,,,,,,,,,,,,,,1,12,13,,0.076923077,
27,HERNANDO,1204000,M/J INTENS MATH (MC),275,303,51,74,124,151,,,,,,,24,23,478,557,1035,457,0.461835749,0.441545894
27,HERNANDO,1205010,M/J GRADE 6 MATH,373,390,48,64,133,142,,,,,,,25,33,589,639,1228,465,0.479641694,0.378664495
27,HERNANDO,1205020,M/J GRADE 6 MATH ADV,164,186,,12,32,32,,,,,,,12,,222,243,465,115,0.477419355,0.247311828
27,HERNANDO,1205040,M/J GRADE 7 MATH,331,387,53,67,129,150,,,,,,,37,27,566,639,1205,487,0.469709544,0.404149378
27,HERNANDO,1205050,M/J GRADE 7 MATH ADV,213,173,10,,49,39,10,15,,,,,17,,300,242,542,156,0.553505535,0.287822878
27,HERNANDO,1205070,M/J GRADE 8 PRE-ALG,392,390,43,57,131,129,,,,,,,40,32,616,616,1232,450,0.5,0.36525974
27,HERNANDO,1206310,GEO,431,544,58,70,148,183,,10,,,,,22,35,665,847,1512,537,0.439814815,0.35515873
27,HERNANDO,1206315,GEO CR,,16,,,,,,,,,,,,,4,22,26,,0.153846154,
27,HERNANDO,1206320,GEO HON,192,158,,,44,38,,,,,,,16,,265,213,478,128,0.554393305,0.267782427
27,HERNANDO,1207300,LIB ARTS MATH 1,185,229,21,27,61,81,,,,,,,,11,279,352,631,217,0.442155309,0.343898574
27,HERNANDO,1209800,IB MATH STUDIES,,,,,,,,,,,,,,,,,,,,
27,HERNANDO,1210300,"PROB, STAT W/APPLS H",13,15,,,,,,,,,,,,,21,19,40,12,0.525,0.3
27,HERNANDO,1210310,IB STAT/INT DIFF CAL,,,,,,,,,,,,,,,13,3,16,,0.8125,
27,HERNANDO,1210320,AP STAT,,,,,,,,,,,,,,,,,,,,
27,HERNANDO,2000020,M/J LIF SCI ADV,46,39,,,,,,,,,,,,,65,47,112,27,0.580357143,0.241071429
27,HERNANDO,2000025,M/J STEM LIFE SCI,15,15,,,,,,,,,,,,,22,23,45,15,0.488888889,0.333333333
27,HERNANDO,2000310,BIO 1,445,531,58,74,148,195,,,,,,,21,31,681,844,1525,549,0.446557377,0.36
27,HERNANDO,2000315,BIO 1 CR,,,,,,,,,,,,,,,1,11,12,,0.083333333,
27,HERNANDO,2000320,BIO 1 HON,187,152,,,36,24,,,,,,,17,,255,198,453,114,0.562913907,0.251655629
27,HERNANDO,2000340,AP BIO,14,23,,,,,,,,,,,,,23,28,51,14,0.450980392,0.274509804
27,HERNANDO,2000350,ANAT PHYSIO,75,23,,,30,16,,,,,,,,,116,47,163,65,0.711656442,0.398773006
27,HERNANDO,2000360,ANAT PHYSIO HON,84,38,,,22,,,,,,,,,,123,52,175,53,0.702857143,0.302857143
27,HERNANDO,2000820,IB BIOLOGY 3,10,,,,,,,,,,,,,,14,11,25,,0.56,
27,HERNANDO,2001020,M/J ERTH/SPA SCI ADV,52,41,,,18,,,,,,,,,,81,52,133,40,0.609022556,0.30075188
27,HERNANDO,2001310,ERTH/SPA SCI,184,261,36,29,54,72,,,,,,,10,13,284,381,665,220,0.427067669,0.330827068
27,HERNANDO,2001340,ENV SCI,110,149,40,35,54,84,,,,,,,,,212,277,489,230,0.433537832,0.470347648
27,HERNANDO,2001375,IB ENV SYS & SOC 2,,,,,,,,,,,,,,,,,,,,
27,HERNANDO,2001380,AP ENV SCI,23,19,,,,,,,,,,,,,34,25,59,17,0.576271186,0.288135593
27,HERNANDO,2002040,M/J COMPRE SCI 1,456,494,50,71,160,166,13,14,,,,,31,35,715,782,1497,547,0.47762191,0.365397462
27,HERNANDO,2002050,M/J COMPRE SCI 1 ADV,47,54,,,,10,,,,,,,,,59,76,135,34,0.437037037,0.251851852
27,HERNANDO,2002070,M/J COMPRE SCI 2,441,466,49,66,152,167,12,13,,,,,50,32,712,747,1459,552,0.488005483,0.37834133
27,HERNANDO,2002080,M/J COMPRE SCI 2 ADV,56,54,,,,,,,,,,,,,70,67,137,27,0.510948905,0.197080292
27,HERNANDO,2002100,M/J COMPRE SCI 3,454,454,53,59,146,150,12,,,,,,42,34,711,711,1422,514,0.5,0.361462729
27,HERNANDO,2002110,M/J COMPRE SCI 3 ADV,65,54,,,10,16,,,,,,,,,85,80,165,46,0.515151515,0.278787879
27,HERNANDO,2002200,M/J STEM ENV SCI,56,78,,,12,,,,,,,,,,76,98,174,40,0.436781609,0.229885057
27,HERNANDO,2002480,FORC SCI 1,13,,,,,,,,,,,,,,14,4,18,,0.777777778,
27,HERNANDO,2002500,MARINE SCI 1,93,107,,10,32,43,,,,,,,,,136,169,305,105,0.445901639,0.344262295
27,HERNANDO,2002510,MARINE SCI 1 HON,78,69,,,20,10,,,,,,,,,106,86,192,45,0.552083333,0.234375
27,HERNANDO,2003030,M/J STEM PHYSIC SCI,12,15,,,,,,,,,,,,,13,19,32,5,0.40625,0.15625
27,HERNANDO,2003310,PHY SCI,170,177,20,20,53,57,,,,,,,,11,256,273,529,182,0.483931947,0.344045369
27,HERNANDO,2003320,PHY SCI HON,78,73,,,19,19,,,,,,,,,111,101,212,61,0.523584906,0.287735849
27,HERNANDO,2003340,CHEM 1,111,113,10,,25,18,,,,,,,10,,163,149,312,88,0.522435897,0.282051282
27,HERNANDO,2003350,CHEM 1 HON,135,99,,,41,23,,,,,,,,,196,135,331,97,0.592145015,0.29305136
27,HERNANDO,2003370,AP CHEM,,,,,,,,,,,,,,,,,,,,
27,HERNANDO,2003390,PHYS 1 HON,11,12,,,,,,,,,,,,,11,16,27,4,0.407407407,0.148148148
27,HERNANDO,2003810,IB CHEMISTRY 2,,,,,,,,,,,,,,,,,14,,,
28,HIGHLANDS,1200310,ALG 1,65,66,29,27,60,50,,,,,,,,,163,153,316,185,0.515822785,0.585443038
28,HIGHLANDS,1200315,ALG 1 CR,,,,,,,,,,,,,,,,,,,,
28,HIGHLANDS,1200320,ALG 1 HON,89,64,23,13,46,39,,11,,,,,,,166,129,295,142,0.562711864,0.481355932
28,HIGHLANDS,1200330,ALG 2,111,85,35,38,64,55,,,,,,,,,217,185,402,206,0.539800995,0.512437811
28,HIGHLANDS,1200335,ALG 2 CR,,,,,,,,,,,,,,,,,,,,
28,HIGHLANDS,1200340,ALG 2 HON,71,63,13,,42,21,,,,,,,,,137,98,235,101,0.582978723,0.429787234
28,HIGHLANDS,1200370,ALG 1-A,37,74,35,36,54,54,,,,,,,,,131,169,300,189,0.436666667,0.63
28,HIGHLANDS,1200375,ALG 1-A CR,,,,,,,,,,,,,,,,,,,,
28,HIGHLANDS,1200380,ALG 1-B,32,38,26,30,47,45,,,,,,,,,110,119,229,159,0.480349345,0.694323144
28,HIGHLANDS,1200385,ALG 1-B CR,,,,,,,,,,,,,,,,,,,,
28,HIGHLANDS,1200400,INTENS MATH,,,,11,,14,,,,,,,,,22,34,56,,0.392857143,
28,HIGHLANDS,1200700,MATH COLL READINESS,93,88,36,27,71,60,,,,,,,,,208,184,392,211,0.530612245,0.538265306
28,HIGHLANDS,1202310,AP CALCULUS AB,,,,,,,,,,,,,,,8,12,20,,0.4,
28,HIGHLANDS,1202320,AP CALCULUS BC,,,,,,,,,,,,,,,,,,,,
28,HIGHLANDS,1202340,PRE-CALCULUS HON,15,,,,13,,,,,,,,,,32,17,49,,0.653061224,
28,HIGHLANDS,1204000,M/J INTENS MATH (MC),11,17,,11,14,23,,,,,,,,,34,52,86,58,0.395348837,0.674418605
28,HIGHLANDS,1205010,M/J GRADE 6 MATH,121,123,67,69,128,138,,,,,,,,12,328,344,672,428,0.488095238,0.636904762
28,HIGHLANDS,1205020,M/J GRADE 6 MATH ADV,65,66,,11,25,36,,,,,,,,,105,118,223,92,0.470852018,0.412556054
28,HIGHLANDS,1205040,M/J GRADE 7 MATH,120,125,68,63,126,154,,,,,,,14,12,331,356,687,442,0.481804949,0.643377001
28,HIGHLANDS,1205050,M/J GRADE 7 MATH ADV,68,84,,,38,53,,,,,,,,,128,158,286,134,0.447552448,0.468531469
28,HIGHLANDS,1205070,M/J GRADE 8 PRE-ALG,128,125,58,61,127,117,,,,,,,12,10,327,315,642,389,0.509345794,0.605919003
28,HIGHLANDS,1206310,GEO,98,133,37,42,92,88,,,,,,,10,10,240,280,520,289,0.461538462,0.555769231
28,HIGHLANDS,1206315,GEO CR,,,,,,,,,,,,,,,,,,,,
28,HIGHLANDS,1206320,GEO HON,85,95,18,14,54,40,12,,,,,,,,174,163,337,157,0.516320475,0.465875371
28,HIGHLANDS,1207300,LIB ARTS MATH 1,52,88,39,35,44,70,,,,,,,,,142,195,337,197,0.421364985,0.584569733
28,HIGHLANDS,1210310,IB STAT/INT DIFF CAL,,,,,,,,,,,,,,,12,7,19,,0.631578947,
28,HIGHLANDS,2000010,M/J LIF SCI,,,,,,,,,,,,,,,,,,,,
28,HIGHLANDS,2000310,BIO 1,93,129,36,52,93,104,,,,,,,,11,234,300,534,312,0.438202247,0.584269663
28,HIGHLANDS,2000315,BIO 1 CR,,,,,,,,,,,,,,,,,,,,
28,HIGHLANDS,2000320,BIO 1 HON,130,87,26,16,76,36,11,10,,,,,,,252,154,406,189,0.620689655,0.465517241
28,HIGHLANDS,2000340,AP BIO,20,14,,,17,,,,,,,,,,45,21,66,32,0.681818182,0.484848485
28,HIGHLANDS,2000350,ANAT PHYSIO,,,,,,,,,,,,,,,,,,,,
28,HIGHLANDS,2000360,ANAT PHYSIO HON,91,61,25,20,78,33,,,,,,,,,208,124,332,180,0.626506024,0.542168675
28,HIGHLANDS,2000805,IB BIOLOGY 1,,,,,,,,,,,,,,,10,5,15,,0.666666667,
28,HIGHLANDS,2000820,IB BIOLOGY 3,,,,,,,,,,,,,,,,,13,,,
28,HIGHLANDS,2001310,ERTH/SPA SCI,82,142,51,60,102,93,,,,,,,,10,246,311,557,333,0.441651706,0.597845601
28,HIGHLANDS,2001320,ERTH/SPA SCI HON,41,36,24,17,36,25,,,,,,,,,109,81,190,113,0.573684211,0.594736842
28,HIGHLANDS,2001340,ENV SCI,28,38,11,11,15,23,,,,,,,,,58,75,133,67,0.436090226,0.503759398
28,HIGHLANDS,2001341,ENV SCI HON,,,,,,,,,,,,,,,12,7,19,,0.631578947,
28,HIGHLANDS,2001370,IB ENV SYS & SOC 1,,,,,,,,,,,,,,,,,13,,,
28,HIGHLANDS,2001375,IB ENV SYS & SOC 2,,,,,,,,,,,,,,,,,12,,,
28,HIGHLANDS,2001380,AP ENV SCI,,,,,,,,,,,,,,,8,13,21,,0.380952381,
28,HIGHLANDS,2002040,M/J COMPRE SCI 1,78,96,53,58,82,95,,,,,,,,,223,261,484,310,0.460743802,0.640495868
28,HIGHLANDS,2002050,M/J COMPRE SCI 1 ADV,111,97,20,19,78,77,,,,,,,,,220,202,422,214,0.521327014,0.507109005
28,HIGHLANDS,2002070,M/J COMPRE SCI 2,101,108,57,50,96,107,,,,,,,13,13,271,281,552,343,0.490942029,0.621376812
28,HIGHLANDS,2002080,M/J COMPRE SCI 2 ADV,95,98,20,20,62,89,,,,,,,,,192,216,408,215,0.470588235,0.526960784
28,HIGHLANDS,2002100,M/J COMPRE SCI 3,119,105,61,60,110,104,,,,,,,,10,301,282,583,359,0.516295026,0.615780446
28,HIGHLANDS,2002110,M/J COMPRE SCI 3 ADV,92,111,20,10,65,61,,,,,,,,,187,193,380,177,0.492105263,0.465789474
28,HIGHLANDS,2003310,PHY SCI,,,,,,,,,,,,,,,,,,,,
28,HIGHLANDS,2003340,CHEM 1,47,56,22,22,31,44,,,,,,,,,102,125,227,124,0.449339207,0.546255507
28,HIGHLANDS,2003345,CHEM 1 CR,,,,,,,,,,,,,,,,,,,,
28,HIGHLANDS,2003350,CHEM 1 HON,65,58,20,10,46,26,,10,,,,,,,145,107,252,129,0.575396825,0.511904762
